SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,28-Nov-2025,105.4,105.4,105.4,105.4,105.4,36,0.04,1,36.0,100.0,2025-11-28
20MICRONS,EQ,28-Nov-2025,193.99,192.05,194.16,189.4,191.34,88207,169.29,1928,66128.0,74.97,2025-11-28
21STCENMGM,EQ,28-Nov-2025,37.5,37.75,38.25,37.75,38.25,718,0.27,22,718.0,100.0,2025-11-28
360ONE,EQ,28-Nov-2025,1166.6,1165.9,1186.0,1144.0,1183.2,1176162,13659.69,30043,806972.0,68.61,2025-11-28
3IINFOLTD,EQ,28-Nov-2025,16.96,17.1,17.26,16.9,16.97,394657,67.16,1595,208722.0,52.89,2025-11-28
3MINDIA,EQ,28-Nov-2025,35030.0,34960.0,35240.0,34735.0,34840.0,2167,756.65,1375,1175.0,54.22,2025-11-28
3PLAND,EQ,28-Nov-2025,39.54,40.0,40.34,39.16,40.07,2480,0.99,38,2322.0,93.63,2025-11-28
563GS2026,GS,28-Nov-2025,101.25,100.36,100.36,100.36,100.36,1,0.0,1,1.0,100.0,2025-11-28
574GS2026,GS,28-Nov-2025,101.65,99.35,99.35,99.35,99.35,883,0.88,1,883.0,100.0,2025-11-28
577GS2030,GS,28-Nov-2025,99.99,99.5,99.5,99.5,99.5,100,0.1,1,100.0,100.0,2025-11-28
591GS2028,GS,28-Nov-2025,101.25,101.6,102.6,101.6,102.55,8590,8.81,8,8490.0,98.84,2025-11-28
5PAISA,EQ,28-Nov-2025,340.8,340.0,340.0,332.3,334.95,59401,199.29,2267,19337.0,32.55,2025-11-28
601GS2030,GS,28-Nov-2025,101.8,101.8,101.8,100.55,100.55,1781,1.79,3,1780.0,99.94,2025-11-28
628GS2032,GS,28-Nov-2025,102.75,101.4,101.4,101.4,101.4,1,0.0,1,1.0,100.0,2025-11-28
633GS2035,GS,28-Nov-2025,99.0,98.15,98.9,98.0,98.0,1910,1.89,5,1900.0,99.48,2025-11-28
63MOONS,EQ,28-Nov-2025,781.4,800.0,937.65,793.0,907.9,9403742,84690.78,216831,807581.0,8.59,2025-11-28
654GS2032,GS,28-Nov-2025,102.4,102.9,102.9,102.9,102.9,1000,1.03,1,1000.0,100.0,2025-11-28
667GS2050,GS,28-Nov-2025,96.1,96.99,96.99,96.99,96.99,10,0.01,1,10.0,100.0,2025-11-28
668GS2040,GS,28-Nov-2025,100.2,100.2,100.2,100.2,100.2,100,0.1,1,100.0,100.0,2025-11-28
676GS2061,GS,28-Nov-2025,95.0,95.0,95.0,95.0,95.0,1,0.0,1,1.0,100.0,2025-11-28
68GS2060,GS,28-Nov-2025,95.1,95.38,96.2,95.38,96.2,2526,2.42,4,2001.0,79.22,2025-11-28
690GS2065,GS,28-Nov-2025,95.2,95.35,95.5,95.2,95.24,244653,233.29,85,231352.0,94.56,2025-11-28
695GS2061,GS,28-Nov-2025,97.75,97.75,98.0,97.4,98.0,96828,94.5,88,96231.0,99.38,2025-11-28
698GR2054,GS,28-Nov-2025,97.2,97.2,97.2,97.2,97.2,100,0.1,1,100.0,100.0,2025-11-28
699GS2026,GS,28-Nov-2025,101.47,100.95,100.95,100.95,100.95,2,0.0,1,2.0,100.0,2025-11-28
702GS2027,GS,28-Nov-2025,102.49,101.0,102.2,100.8,101.04,3919,3.97,7,3919.0,100.0,2025-11-28
702GS2031,GS,28-Nov-2025,105.15,105.6,105.6,105.6,105.6,2000,2.11,2,2000.0,100.0,2025-11-28
706GS2046,GS,28-Nov-2025,102.59,101.25,102.59,101.25,102.59,500,0.51,2,500.0,100.0,2025-11-28
709GS2054,GS,28-Nov-2025,100.24,100.4,100.5,100.2,100.28,129981,130.46,41,127451.0,98.05,2025-11-28
709GS2074,GS,28-Nov-2025,96.9,96.05,98.0,96.05,96.9,525452,509.24,233,518482.0,98.67,2025-11-28
710GS2029,GS,28-Nov-2025,103.84,104.34,104.34,103.91,104.05,15473,16.12,22,8472.0,54.75,2025-11-28
717GS2030,GS,28-Nov-2025,103.0,103.95,104.6,103.95,104.6,1500,1.56,3,1500.0,100.0,2025-11-28
718GS2033,GS,28-Nov-2025,105.15,105.4,105.4,105.4,105.4,25000,26.35,2,25000.0,100.0,2025-11-28
