SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,22-May-2026,104.74,104.73,104.73,102.46,104.72,719,0.75,12,689.0,95.83,2026-05-22
20MICRONS,EQ,22-May-2026,174.96,177.58,182.45,175.11,177.0,180816,324.19,3089,70657.0,39.08,2026-05-22
21STCENMGM,EQ,22-May-2026,31.61,31.91,32.24,31.22,32.24,617,0.2,30,614.0,99.51,2026-05-22
360ONE,EQ,22-May-2026,1111.8,1110.6,1121.8,1103.0,1112.4,482891,5381.68,21561,306144.0,63.4,2026-05-22
3BBLACKBIO,EQ,22-May-2026,1201.8,1210.1,1262.2,1190.0,1206.1,8298,101.29,1152,5633.0,67.88,2026-05-22
3IINFOLTD,EQ,22-May-2026,17.62,17.58,17.63,17.13,17.39,370566,64.56,1574,228691.0,61.71,2026-05-22
3MINDIA,EQ,22-May-2026,32200.0,32500.0,34545.0,32350.0,33315.0,49022,16358.68,22356,6123.0,12.49,2026-05-22
3PLAND,EQ,22-May-2026,31.66,31.5,32.55,30.41,31.29,4642,1.45,182,2591.0,55.82,2026-05-22
574GS2026,GS,22-May-2026,99.45,102.5,102.5,102.5,102.5,1,0.0,1,1.0,100.0,2026-05-22
5PAISA,EQ,22-May-2026,318.65,321.85,324.0,314.0,317.6,21999,69.8,876,6473.0,29.42,2026-05-22
603GS2029,GS,22-May-2026,100.6,99.15,99.15,99.15,99.15,100,0.1,1,100.0,100.0,2026-05-22
610GS2031,GS,22-May-2026,99.5,102.0,102.0,102.0,102.0,1,0.0,1,1.0,100.0,2026-05-22
63MOONS,EQ,22-May-2026,682.7,684.8,689.55,677.0,680.15,38522,263.02,1422,20551.0,53.35,2026-05-22
648GS2035,GS,22-May-2026,96.76,96.76,96.8,95.4,96.8,1900,1.84,5,1900.0,100.0,2026-05-22
