SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
20MICRONS,EQ,05-Dec-2025,189.92,190.11,191.0,184.9,188.66,72146,134.88,2502,40550.0,56.21,2025-12-05
21STCENMGM,EQ,05-Dec-2025,41.39,42.21,42.21,42.21,42.21,9961,4.2,52,9916.0,99.55,2025-12-05
360ONE,EQ,05-Dec-2025,1127.9,1125.1,1156.6,1114.1,1146.7,476537,5423.53,32050,206605.0,43.36,2025-12-05
3IINFOLTD,EQ,05-Dec-2025,16.7,16.7,16.9,16.55,16.65,279747,46.71,1279,172477.0,61.65,2025-12-05
3MINDIA,EQ,05-Dec-2025,34750.0,34770.0,34970.0,33490.0,34125.0,1840,630.41,1181,883.0,47.99,2025-12-05
3PLAND,EQ,05-Dec-2025,39.24,39.0,40.2,38.08,39.1,930,0.37,90,711.0,76.45,2025-12-05
5PAISA,EQ,05-Dec-2025,317.15,317.0,319.4,309.6,314.45,46903,146.6,3482,18214.0,38.83,2025-12-05
633GS2035,GS,05-Dec-2025,97.9,99.5,99.5,99.5,99.5,110,0.11,1,110.0,100.0,2025-12-05
63MOONS,EQ,05-Dec-2025,819.2,816.55,824.9,801.5,807.05,120357,978.16,7686,37945.0,31.53,2025-12-05
667GS2050,GS,05-Dec-2025,96.0,97.0,97.0,96.0,96.0,1266,1.23,5,1266.0,100.0,2025-12-05
668GS2040,GS,05-Dec-2025,99.7,99.8,99.8,99.8,99.8,200,0.2,1,200.0,100.0,2025-12-05
676GS2061,GS,05-Dec-2025,94.49,95.0,95.35,94.0,95.26,19374,18.46,7,19362.0,99.94,2025-12-05
679GS2034,GS,05-Dec-2025,101.75,101.2,101.7,101.2,101.7,1100,1.11,2,1100.0,100.0,2025-12-05
679GS2034A,GS,05-Dec-2025,99.43,99.48,99.48,95.0,95.0,4,0.0,2,4.0,100.0,2025-12-05
68GS2060,GS,05-Dec-2025,96.15,96.25,96.25,94.01,96.2,142,0.14,5,142.0,100.0,2025-12-05
690GS2065,GS,05-Dec-2025,94.62,95.19,95.45,94.71,95.32,46893,44.57,40,32432.0,69.16,2025-12-05
695GS2061,GS,05-Dec-2025,97.0,97.0,97.0,97.0,97.0,1,0.0,1,1.0,100.0,2025-12-05
