SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
20MICRONS,EQ,27-Aug-2026,223.63,223.39,223.39,215.1,216.37,152626,332.82,4668,74455.0,48.78,2026-08-27
21STCENMGM,EQ,27-Aug-2026,42.59,42.35,42.35,41.74,42.0,4547,1.9,31,4522.0,99.45,2026-08-27
360ONE,EQ,27-Aug-2026,1197.2,1194.0,1207.0,1191.7,1204.0,317442,3811.4,19239,191498.0,60.33,2026-08-27
3BBLACKBIO,EQ,27-Aug-2026,1306.3,1310.0,1361.9,1310.0,1350.3,16388,219.74,1983,10701.0,65.3,2026-08-27
3IINFOLTD,BE,27-Aug-2026,24.04,24.04,24.49,23.22,23.4,128616,30.44,586,,,2026-08-27
3MINDIA,EQ,27-Aug-2026,33570.0,33520.0,34515.0,33520.0,34245.0,3288,1119.38,2086,1780.0,54.14,2026-08-27
3PLAND,EQ,27-Aug-2026,32.0,32.0,32.4,31.55,31.87,3978,1.26,73,2416.0,60.73,2026-08-27
574GS2026,GS,27-Aug-2026,101.75,101.89,101.89,101.89,101.89,1,0.0,1,1.0,100.0,2026-08-27
591GS2028,GS,27-Aug-2026,99.51,99.7,99.7,99.7,99.7,3000,2.99,1,3000.0,100.0,2026-08-27
5PAISA,EQ,27-Aug-2026,376.4,376.95,377.05,370.0,371.15,18714,69.81,1032,10851.0,57.98,2026-08-27
610GS2031,GS,27-Aug-2026,99.5,99.5,99.5,99.5,99.5,1,0.0,1,1.0,100.0,2026-08-27
620GS2029,GS,27-Aug-2026,99.02,99.05,99.09,99.05,99.09,222,0.22,5,200.0,90.09,2026-08-27
628GS2032,GS,27-Aug-2026,98.25,97.85,98.0,97.85,97.85,151,0.15,3,150.0,99.34,2026-08-27
636GS2031,GS,27-Aug-2026,99.83,99.83,99.85,99.3,99.8,4820,4.81,8,4820.0,100.0,2026-08-27
63MOONS,EQ,27-Aug-2026,777.55,778.6,784.5,739.1,745.45,195262,1479.94,7201,96449.0,49.39,2026-08-27
645GS2029,GS,27-Aug-2026,101.46,103.99,103.99,101.5,101.65,3,0.0,3,2.0,66.67,2026-08-27
667GS2050,GS,27-Aug-2026,91.96,91.96,92.65,91.96,92.5,53,0.05,3,53.0,100.0,2026-08-27
668GS2040,GS,27-Aug-2026,98.5,98.5,98.6,98.45,98.45,7390,7.28,8,7390.0,100.0,2026-08-27
676GS2061,GS,27-Aug-2026,91.45,91.7,91.7,91.3,91.5,48900,44.75,44,48900.0,100.0,2026-08-27
679GS2034,GS,27-Aug-2026,101.0,101.01,101.01,101.0,101.0,3700,3.74,3,3700.0,100.0,2026-08-27
679GS2034A,GS,27-Aug-2026,99.73,99.75,99.75,99.75,99.75,2,0.0,1,2.0,100.0,2026-08-27
68GS2060,GS,27-Aug-2026,92.81,92.85,92.85,92.81,92.81,610,0.57,2,610.0,100.0,2026-08-27
690GS2065,GS,27-Aug-2026,94.39,94.45,94.48,94.2,94.45,9425,8.89,20,9424.0,99.99,2026-08-27
694GS2036,GS,27-Aug-2026,102.46,102.5,102.8,102.5,102.71,3876,3.98,10,3875.0,99.97,2026-08-27
695GS2061,GS,27-Aug-2026,94.39,94.49,94.49,94.0,94.0,12,0.01,7,10.0,83.33,2026-08-27
699GS2051,GS,27-Aug-2026,97.73,95.3,97.5,95.3,97.5,6,0.01,2,6.0,100.0,2026-08-27
702GS2031,GS,27-Aug-2026,102.15,105.0,105.0,102.0,102.0,3228,3.39,3,3228.0,100.0,2026-08-27
706GS2028,GS,27-Aug-2026,103.85,103.9,103.95,103.5,103.51,5549,5.75,5,5549.0,100.0,2026-08-27
706GS2041,GS,27-Aug-2026,100.5,100.5,100.5,100.5,100.5,2001,2.01,3,2001.0,100.0,2026-08-27
709GS2054,GS,27-Aug-2026,96.51,97.0,97.0,96.27,96.34,16223,15.66,16,15863.0,97.78,2026-08-27
709GS2074,GS,27-Aug-2026,96.29,98.0,98.0,96.12,96.23,3966,3.83,9,3966.0,100.0,2026-08-27
710GS2029,GS,27-Aug-2026,103.75,103.76,103.76,103.76,103.76,2000,2.08,3,2000.0,100.0,2026-08-27
717GS2030,GS,27-Aug-2026,104.96,104.25,104.25,104.25,104.25,1000,1.04,1,1000.0,100.0,2026-08-27
718GS2037,GS,27-Aug-2026,103.08,103.2,104.8,103.0,104.8,3352,3.45,6,3351.0,99.97,2026-08-27
724GS2055,GS,27-Aug-2026,98.37,98.45,98.45,98.0,98.22,24767,24.34,43,24767.0,100.0,2026-08-27
725GS2063,GS,27-Aug-2026,97.98,98.15,98.15,97.85,97.86,582181,569.79,306,560876.0,96.34,2026-08-27
726GS2032,GS,27-Aug-2026,103.56,103.75,103.75,103.75,103.75,100,0.1,1,100.0,100.0,2026-08-27
