SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,30-Jul-2025,107.65,108.6,108.6,108.6,108.6,10,0.01,1,10.0,100.0,2025-07-30
20MICRONS,EQ,30-Jul-2025,253.3,254.3,258.3,242.4,244.85,190326,475.87,5011,71891.0,37.77,2025-07-30
21STCENMGM,EQ,30-Jul-2025,61.06,61.2,62.03,59.83,60.14,16576,10.09,491,8426.0,50.83,2025-07-30
360ONE,EQ,30-Jul-2025,1082.4,1066.1,1085.0,1057.9,1060.2,995837,10633.99,34204,642591.0,64.53,2025-07-30
3IINFOLTD,EQ,30-Jul-2025,24.08,24.4,24.4,23.85,24.08,197329,47.48,948,112378.0,56.95,2025-07-30
3MINDIA,EQ,30-Jul-2025,30915.0,31000.0,31495.0,30825.0,30955.0,13836,4322.85,2092,11989.0,86.65,2025-07-30
3PLAND,EQ,30-Jul-2025,45.09,44.95,45.51,43.0,44.04,7128,3.16,362,4292.0,60.21,2025-07-30
574GS2026,GS,30-Jul-2025,99.5,100.5,100.5,100.5,100.5,70,0.07,1,70.0,100.0,2025-07-30
591GS2028,GS,30-Jul-2025,99.6,99.6,99.6,99.6,99.6,20200,20.12,5,20200.0,100.0,2025-07-30
5PAISA,EQ,30-Jul-2025,388.2,389.3,394.0,385.0,389.15,15197,59.29,1301,7530.0,49.55,2025-07-30
601GS2030,GS,30-Jul-2025,99.1,99.1,99.1,99.1,99.1,200,0.2,2,200.0,100.0,2025-07-30
610GS2031,GS,30-Jul-2025,99.5,99.49,99.49,99.49,99.49,3000,2.98,8,3000.0,100.0,2025-07-30
633GS2035,GS,30-Jul-2025,101.85,100.6,101.35,100.6,100.62,1500,1.52,9,1200.0,80.0,2025-07-30
63MOONS,EQ,30-Jul-2025,1016.0,1013.0,1023.9,993.0,995.3,87559,879.92,3446,52820.0,60.33,2025-07-30
654GS2032,GS,30-Jul-2025,102.0,100.85,101.0,100.85,101.0,2,0.0,2,1.0,50.0,2025-07-30
664GS2027,GS,30-Jul-2025,101.55,101.55,101.55,101.55,101.55,100,0.1,1,100.0,100.0,2025-07-30
664GS2035,GS,30-Jul-2025,100.35,100.35,100.5,100.35,100.5,4379,4.4,2,4379.0,100.0,2025-07-30
667GS2050,GS,30-Jul-2025,98.5,99.0,99.25,99.0,99.25,666,0.66,2,666.0,100.0,2025-07-30
675GS2029,GS,30-Jul-2025,113.0,112.49,112.49,112.49,112.49,5,0.01,1,5.0,100.0,2025-07-30
676GS2061,GS,30-Jul-2025,98.05,99.25,99.25,99.25,99.25,200,0.2,1,200.0,100.0,2025-07-30
679GS2031,GS,30-Jul-2025,103.7,103.85,103.85,103.85,103.85,100,0.1,1,100.0,100.0,2025-07-30
679GS2034,GS,30-Jul-2025,103.75,104.0,104.0,104.0,104.0,1400,1.46,1,1400.0,100.0,2025-07-30
679GS2034A,GS,30-Jul-2025,100.38,100.38,100.38,100.38,100.38,100,0.1,1,100.0,100.0,2025-07-30
68GS2060,GS,30-Jul-2025,98.0,98.1,98.1,98.0,98.0,550,0.54,4,550.0,100.0,2025-07-30
690GS2065,GS,30-Jul-2025,99.7,99.6,99.89,98.5,99.89,32894,32.53,14,32892.0,99.99,2025-07-30
692GS2039,GS,30-Jul-2025,103.25,103.25,103.25,103.25,103.25,100,0.1,1,100.0,100.0,2025-07-30
695GS2061,GS,30-Jul-2025,99.11,99.5,100.0,99.5,100.0,1400,1.39,4,1400.0,100.0,2025-07-30
