SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
20MICRONS,EQ,15-Sep-2026,207.86,207.98,208.77,198.51,201.29,111270,225.31,3258,62529.0,56.2,2026-09-15
21STCENMGM,EQ,15-Sep-2026,38.39,37.8,39.15,37.8,39.0,1658,0.64,65,1407.0,84.86,2026-09-15
360ONE,EQ,15-Sep-2026,1091.0,1092.0,1092.9,1052.1,1052.1,896308,9533.64,54476,475769.0,53.08,2026-09-15
3BBLACKBIO,EQ,15-Sep-2026,1419.9,1423.5,1437.3,1352.0,1355.8,10026,139.06,1458,5062.0,50.49,2026-09-15
3IINFOLTD,BE,15-Sep-2026,22.85,22.79,23.99,22.5,23.99,733982,175.0,1074,,,2026-09-15
3MINDIA,EQ,15-Sep-2026,32710.0,32710.0,32895.0,31500.0,31590.0,2096,669.94,1381,1260.0,60.11,2026-09-15
3PLAND,EQ,15-Sep-2026,31.24,31.25,32.3,29.5,30.8,7541,2.36,208,5478.0,72.64,2026-09-15
5PAISA,EQ,15-Sep-2026,326.55,325.1,327.9,311.3,313.2,40835,129.94,2389,22340.0,54.71,2026-09-15
601GS2030,GS,15-Sep-2026,98.5,97.56,98.6,97.56,98.4,4380,4.29,4,2190.0,50.0,2026-09-15
603GS2029,GS,15-Sep-2026,99.0,98.81,99.55,98.81,99.55,1180,1.17,3,590.0,50.0,2026-09-15
610GS2031,GS,15-Sep-2026,99.99,99.5,99.5,99.5,99.5,100,0.1,1,100.0,100.0,2026-09-15
619GS2034,GS,15-Sep-2026,99.2,94.31,95.0,94.3,95.0,2202,2.08,4,1102.0,50.05,2026-09-15
620GS2029,GS,15-Sep-2026,99.99,99.01,99.01,98.65,98.65,250,0.25,2,250.0,100.0,2026-09-15
622GS2035,GS,15-Sep-2026,98.95,94.15,94.2,94.15,94.2,60,0.06,2,30.0,50.0,2026-09-15
636GS2031,GS,15-Sep-2026,99.0,99.0,99.25,98.11,99.25,2042,2.01,8,1442.0,70.62,2026-09-15
63MOONS,EQ,15-Sep-2026,908.9,911.7,914.25,858.1,864.0,310775,2739.54,13943,143919.0,46.31,2026-09-15
648GS2035,GS,15-Sep-2026,100.0,98.11,98.21,98.11,98.21,3490,3.43,3,3490.0,100.0,2026-09-15
653GS2031,GS,15-Sep-2026,100.0,99.0,100.98,99.0,100.98,721,0.71,6,721.0,100.0,2026-09-15
657GS2033A,GS,15-Sep-2026,99.75,97.81,97.81,97.81,97.81,90,0.09,1,90.0,100.0,2026-09-15
664GS2035,GS,15-Sep-2026,98.5,98.01,98.01,98.0,98.0,604,0.59,2,604.0,100.0,2026-09-15
667GS2050,GS,15-Sep-2026,93.5,92.6,92.6,92.6,92.6,1000,0.93,1,1000.0,100.0,2026-09-15
668GS2033,GS,15-Sep-2026,98.66,99.0,100.0,98.66,100.0,4440,4.43,5,4100.0,92.34,2026-09-15
668GS2040,GS,15-Sep-2026,98.2,96.24,98.15,96.05,98.0,10955,10.62,9,10953.0,99.98,2026-09-15
676GS2061,GS,15-Sep-2026,89.64,90.3,90.3,88.61,89.47,7128,6.39,36,6128.0,85.97,2026-09-15
690GS2065,GS,15-Sep-2026,92.41,92.3,92.9,92.3,92.66,21700,20.07,44,17700.0,81.57,2026-09-15
694GS2036,GS,15-Sep-2026,102.78,101.55,101.75,100.75,101.01,36350,36.71,51,25450.0,70.01,2026-09-15
695GS2061,GS,15-Sep-2026,92.22,93.5,93.5,91.89,92.0,1921,1.77,12,1867.0,97.19,2026-09-15
697GR2034,GS,15-Sep-2026,98.0,98.0,98.0,98.0,98.0,253,0.25,2,253.0,100.0,2026-09-15
699GS2051,GS,15-Sep-2026,96.0,96.0,96.0,96.0,96.0,1000,0.96,1,1000.0,100.0,2026-09-15
702GS2027,GS,15-Sep-2026,102.01,102.06,102.1,102.06,102.1,2212,2.26,9,2212.0,100.0,2026-09-15
702GS2031,GS,15-Sep-2026,102.0,103.64,103.65,103.64,103.64,20,0.02,2,10.0,50.0,2026-09-15
704GS2029,GS,15-Sep-2026,103.0,103.5,103.5,103.2,103.2,7860,8.13,3,7860.0,100.0,2026-09-15
706GS2028,GS,15-Sep-2026,103.59,104.0,104.0,103.7,103.8,4300,4.47,3,4300.0,100.0,2026-09-15
706GS2041,GS,15-Sep-2026,99.99,99.98,99.98,99.98,99.98,600,0.6,2,600.0,100.0,2026-09-15
706GS2046,GS,15-Sep-2026,101.5,103.0,103.0,103.0,103.0,1,0.0,1,1.0,100.0,2026-09-15
709GS2054,GS,15-Sep-2026,95.0,95.0,95.0,94.97,94.97,10600,10.07,13,10600.0,100.0,2026-09-15
709GS2074,GS,15-Sep-2026,95.13,95.0,95.0,94.0,94.5,18080,17.05,35,16553.0,91.55,2026-09-15
710GS2029,GS,15-Sep-2026,104.8,103.26,104.9,103.26,104.9,1506501,1579.75,11,1503500.0,99.8,2026-09-15
717GS2030,GS,15-Sep-2026,104.0,104.0,104.0,104.0,104.0,100,0.1,1,100.0,100.0,2026-09-15
718GS2037,GS,15-Sep-2026,102.0,102.0,102.0,101.75,102.0,4405,4.49,6,4405.0,100.0,2026-09-15
