SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,01-Oct-2025,104.0,104.05,104.05,104.05,104.05,1,0.0,1,1.0,100.0,2025-10-01
20MICRONS,EQ,01-Oct-2025,207.16,208.35,215.49,208.35,213.99,117495,249.61,3188,49905.0,42.47,2025-10-01
21STCENMGM,EQ,01-Oct-2025,51.56,51.0,52.29,50.52,51.09,2550,1.3,78,1895.0,74.31,2025-10-01
360ONE,EQ,01-Oct-2025,1024.0,1028.9,1040.2,1013.0,1036.5,593561,6069.5,27625,397182.0,66.92,2025-10-01
3IINFOLTD,EQ,01-Oct-2025,21.57,21.46,21.8,21.33,21.58,310846,67.2,1434,202035.0,65.0,2025-10-01
3MINDIA,EQ,01-Oct-2025,29445.0,29255.0,29300.0,28975.0,29135.0,2660,774.16,1773,1545.0,58.08,2025-10-01
3PLAND,EQ,01-Oct-2025,42.91,42.12,45.1,42.12,43.28,5550,2.41,81,3923.0,70.68,2025-10-01
515GS2025,GS,01-Oct-2025,102.45,102.45,102.45,102.45,102.45,49,0.05,2,49.0,100.0,2025-10-01
585GS2030,GS,01-Oct-2025,97.5,98.31,98.31,98.31,98.31,100,0.1,1,100.0,100.0,2025-10-01
591GS2028,GS,01-Oct-2025,100.0,100.0,100.0,100.0,100.0,5,0.01,1,5.0,100.0,2025-10-01
5PAISA,EQ,01-Oct-2025,343.2,341.3,351.6,341.3,349.2,8292,28.85,1063,4368.0,52.68,2025-10-01
601GS2030,GS,01-Oct-2025,98.2,100.25,100.25,99.0,99.0,599,0.6,4,599.0,100.0,2025-10-01
610GS2031,GS,01-Oct-2025,99.7,99.7,99.7,99.7,99.7,1000,1.0,2,1000.0,100.0,2025-10-01
628GS2032,GS,01-Oct-2025,98.0,100.35,100.35,100.35,100.35,3700,3.71,3,3700.0,100.0,2025-10-01
63MOONS,EQ,01-Oct-2025,837.55,845.7,856.0,833.85,852.6,119827,1015.81,6280,72378.0,60.4,2025-10-01
667GS2050,GS,01-Oct-2025,95.49,95.8,95.8,95.15,95.15,7257,6.91,4,7250.0,99.9,2025-10-01
668GS2040,GS,01-Oct-2025,100.0,99.9,99.9,99.8,99.8,6397,6.39,3,6397.0,100.0,2025-10-01
676GS2061,GS,01-Oct-2025,94.1,95.99,95.99,93.0,93.67,705982,660.31,84,676369.0,95.81,2025-10-01
679GS2034,GS,01-Oct-2025,103.45,103.3,103.3,103.3,103.3,8050,8.32,2,8050.0,100.0,2025-10-01
68GS2060,GS,01-Oct-2025,96.0,95.4,95.4,95.0,95.0,32829,31.19,35,32829.0,100.0,2025-10-01
690GS2065,GS,01-Oct-2025,98.54,98.98,99.29,98.5,99.29,4596,4.55,12,4576.0,99.56,2025-10-01
695GS2061,GS,01-Oct-2025,99.5,100.0,100.0,99.5,99.5,1000,1.0,2,1000.0,100.0,2025-10-01
699GS2026,GS,01-Oct-2025,103.6,101.35,103.6,101.35,103.46,3035,3.14,5,3035.0,100.0,2025-10-01
699GS2051,GS,01-Oct-2025,100.5,101.0,101.0,101.0,101.0,500,0.51,1,500.0,100.0,2025-10-01
702GS2027,GS,01-Oct-2025,103.06,103.07,103.08,103.07,103.08,6642,6.85,4,6642.0,100.0,2025-10-01
702GS2031,GS,01-Oct-2025,103.2,103.2,103.2,102.75,102.75,10100,10.42,3,10100.0,100.0,2025-10-01
706GS2028,GS,01-Oct-2025,105.0,104.75,104.75,104.75,104.75,5000,5.24,1,5000.0,100.0,2025-10-01
709GS2054,GS,01-Oct-2025,100.34,100.5,100.5,99.81,100.21,102641,102.7,47,102641.0,100.0,2025-10-01
709GS2074,GS,01-Oct-2025,100.12,99.95,100.65,99.12,100.5,33216,33.21,58,33116.0,99.7,2025-10-01
710GS2029,GS,01-Oct-2025,106.0,106.0,106.0,106.0,106.0,100,0.11,2,100.0,100.0,2025-10-01
718GS2033,GS,01-Oct-2025,104.0,103.15,104.0,103.15,103.5,862,0.89,3,862.0,100.0,2025-10-01
718GS2037,GS,01-Oct-2025,104.75,105.5,105.5,104.7,104.7,1801,1.89,4,1801.0,100.0,2025-10-01
719GS2060,GS,01-Oct-2025,98.0,98.0,98.0,98.0,98.0,1,0.0,1,1.0,100.0,2025-10-01
724GS2055,GS,01-Oct-2025,101.0,101.0,101.1,101.0,101.0,300,0.3,3,300.0,100.0,2025-10-01
725GS2063,GS,01-Oct-2025,102.0,103.0,103.0,101.9,102.11,11091,11.35,20,9491.0,85.57,2025-10-01
726GS2032,GS,01-Oct-2025,104.11,104.15,104.15,104.15,104.15,601,0.63,5,601.0,100.0,2025-10-01
726GS2033,GS,01-Oct-2025,104.05,103.7,104.0,103.5,103.5,11931,12.38,4,11931.0,100.0,2025-10-01
732GS2030,GS,01-Oct-2025,105.65,105.65,106.0,105.65,105.67,610,0.65,5,410.0,67.21,2025-10-01
733GS2026,GS,01-Oct-2025,104.5,104.2,104.28,103.71,103.71,1699,1.77,5,1699.0,100.0,2025-10-01
734GS2064,GS,01-Oct-2025,103.9,104.3,104.3,104.0,104.2,1821,1.9,7,1821.0,100.0,2025-10-01
736GS2052,GS,01-Oct-2025,102.49,101.0,102.34,101.0,102.3,1999,2.03,4,1075.0,53.78,2025-10-01
737GS2028,GS,01-Oct-2025,106.2,105.6,106.2,105.6,106.2,1100,1.16,6,1100.0,100.0,2025-10-01
738GS2027,GS,01-Oct-2025,104.45,104.5,104.81,104.43,104.65,57471,60.11,41,50314.0,87.55,2025-10-01
73GS2053,GS,01-Oct-2025,103.0,103.34,103.34,103.01,103.01,200,0.21,2,200.0,100.0,2025-10-01
741GS2036,GS,01-Oct-2025,106.26,105.8,107.24,105.8,106.32,66946,71.1,9,66926.0,99.97,2025-10-01
746GS2073,GS,01-Oct-2025,105.0,105.0,105.25,104.6,105.25,24625,25.9,18,24625.0,100.0,2025-10-01
74GS2062,GS,01-Oct-2025,101.11,101.8,101.8,101.25,101.3,7500,7.59,22,7500.0,100.0,2025-10-01
754GS2036,GS,01-Oct-2025,108.5,108.99,109.0,108.6,108.81,557094,606.19,173,430552.0,77.29,2025-10-01
759GS2026,GS,01-Oct-2025,101.0,101.3,101.3,101.0,101.0,2,0.0,2,1.0,50.0,2025-10-01
75GS2034,GS,01-Oct-2025,106.65,106.65,106.65,106.65,106.65,10,0.01,1,10.0,100.0,2025-10-01
813GS2045,GS,01-Oct-2025,115.45,114.75,114.75,114.75,114.75,50,0.06,1,50.0,100.0,2025-10-01
824GS2027,GS,01-Oct-2025,108.05,107.0,107.99,107.0,107.99,1172,1.26,2,1172.0,100.0,2025-10-01
826GS2027,GS,01-Oct-2025,105.75,105.75,105.75,105.75,105.75,800,0.85,2,800.0,100.0,2025-10-01
832GS2032,GS,01-Oct-2025,110.7,109.0,110.7,109.0,110.5,983,1.09,4,981.0,99.8,2025-10-01
92GS2030,GS,01-Oct-2025,115.3,115.0,116.3,114.0,115.16,38451,44.15,38,33451.0,87.0,2025-10-01
A2ZINFRA,BE,01-Oct-2025,16.85,16.75,17.18,16.75,17.18,60442,10.27,78,,,2025-10-01
AAATECH,EQ,01-Oct-2025,79.61,80.25,95.53,80.17,87.74,554897,502.96,7444,124686.0,22.47,2025-10-01
AADHARHFC,EQ,01-Oct-2025,510.25,512.65,517.1,508.95,510.0,309611,1581.63,11060,225801.0,72.93,2025-10-01
AAKAAR,SM,01-Oct-2025,85.0,84.0,85.9,80.0,81.75,57600,47.29,32,40000.0,69.44,2025-10-01
AAKASH,EQ,01-Oct-2025,9.59,9.69,9.69,9.5,9.57,42271,4.05,260,35078.0,82.98,2025-10-01
AARADHYA,ST,01-Oct-2025,161.0,160.0,160.0,159.0,160.0,8400,13.4,7,8400.0,100.0,2025-10-01
AAREYDRUGS,BE,01-Oct-2025,82.84,81.18,83.9,81.18,83.9,39308,32.77,103,,,2025-10-01
AARON,EQ,01-Oct-2025,187.62,187.5,191.5,184.99,186.01,13860,26.0,956,7362.0,53.12,2025-10-01
AARTECH,EQ,01-Oct-2025,51.89,52.99,53.0,51.01,52.24,24934,13.07,651,14108.0,56.58,2025-10-01
AARTIDRUGS,EQ,01-Oct-2025,486.5,486.5,494.0,482.5,488.05,58510,285.91,4648,24867.0,42.5,2025-10-01
AARTIIND,EQ,01-Oct-2025,374.9,375.75,380.95,373.5,379.6,279854,1056.29,11656,133644.0,47.75,2025-10-01
AARTIPHARM,EQ,01-Oct-2025,827.65,828.5,840.3,824.95,829.1,230234,1910.49,11237,144459.0,62.74,2025-10-01
AARTISURF,EQ,01-Oct-2025,465.45,468.75,470.75,461.0,464.4,4689,21.82,418,2981.0,63.57,2025-10-01
AARVEEDEN,BE,01-Oct-2025,165.01,167.0,169.0,163.0,168.35,11920,19.95,108,,,2025-10-01
AARVI,EQ,01-Oct-2025,119.72,123.17,125.5,120.69,122.81,9266,11.43,392,5227.0,56.41,2025-10-01
AATMAJ,SM,01-Oct-2025,20.75,20.65,20.8,20.65,20.8,4000,0.83,2,4000.0,100.0,2025-10-01
AAVAS,EQ,01-Oct-2025,1633.9,1639.9,1650.0,1607.4,1637.8,83910,1366.6,12026,39750.0,47.37,2025-10-01
ABAN,BE,01-Oct-2025,42.37,42.79,42.79,41.65,41.91,29180,12.26,249,,,2025-10-01
ABB,EQ,01-Oct-2025,5183.3,5185.0,5208.0,5143.0,5199.0,94280,4885.43,14072,51450.0,54.57,2025-10-01
ABBOTINDIA,EQ,01-Oct-2025,29290.0,29500.0,30080.0,29400.0,29890.0,6603,1971.98,3398,3244.0,49.13,2025-10-01
ABCAPITAL,EQ,01-Oct-2025,292.35,292.5,301.6,286.5,299.85,7156717,21095.64,55798,3127627.0,43.7,2025-10-01
ABCOTS,EQ,01-Oct-2025,431.8,447.8,450.0,427.0,439.0,68983,303.5,1342,16841.0,24.41,2025-10-01
ABDL,EQ,01-Oct-2025,507.7,513.25,540.0,509.1,530.1,396210,2061.08,13245,142528.0,35.97,2025-10-01
ABFRL,EQ,01-Oct-2025,84.49,84.81,87.2,83.92,86.39,6101703,5220.57,32199,2299777.0,37.69,2025-10-01
ABGSEC,EQ,01-Oct-2025,109.72,110.05,110.71,110.0,110.01,735,0.81,14,577.0,78.5,2025-10-01
ABHAPOWER,ST,01-Oct-2025,40.0,40.7,42.0,40.7,42.0,19200,8.02,11,19200.0,100.0,2025-10-01
ABINFRA,EQ,01-Oct-2025,186.96,186.5,196.3,186.0,196.3,146203,282.52,955,72214.0,49.39,2025-10-01
ABLBL,EQ,01-Oct-2025,132.91,132.5,134.8,131.64,133.9,433850,578.59,8792,197462.0,45.51,2025-10-01
ABMINTLLTD,BE,01-Oct-2025,38.41,37.01,40.33,37.01,40.33,498,0.2,8,,,2025-10-01
ABREL,EQ,01-Oct-2025,1689.4,1696.0,1696.0,1637.0,1648.2,353448,5859.25,19746,245672.0,69.51,2025-10-01
ABSLAMC,EQ,01-Oct-2025,791.5,785.0,804.0,784.0,799.7,261896,2079.96,20520,150810.0,57.58,2025-10-01
ABSLBANETF,EQ,01-Oct-2025,55.74,54.34,56.91,54.34,56.61,791535,446.87,356,741489.0,93.68,2025-10-01
ABSLLIQUID,EQ,01-Oct-2025,1000.01,1000.0,1000.01,999.99,1000.0,15356,153.56,25,15114.0,98.42,2025-10-01
ABSLNN50ET,EQ,01-Oct-2025,70.84,71.25,71.44,70.69,71.17,10237,7.27,269,6804.0,66.46,2025-10-01
ABSLPSE,EQ,01-Oct-2025,10.04,10.14,10.2,9.8,10.1,287889,29.14,454,205844.0,71.5,2025-10-01
ABSMARINE,SM,01-Oct-2025,182.2,181.0,187.0,175.0,181.5,77000,137.42,143,46000.0,59.74,2025-10-01
ACC,EQ,01-Oct-2025,1824.7,1829.8,1849.1,1824.3,1828.0,131042,2403.07,11604,72923.0,55.65,2025-10-01
ACCELYA,EQ,01-Oct-2025,1471.2,1481.2,1489.7,1473.1,1485.7,13108,194.47,1771,7039.0,53.7,2025-10-01
ACCENTMIC,ST,01-Oct-2025,244.95,248.0,248.0,245.0,246.45,2500,6.15,5,2500.0,100.0,2025-10-01
ACCPL,SM,01-Oct-2025,59.0,59.0,59.0,59.0,59.0,1200,0.71,1,1200.0,100.0,2025-10-01
ACCURACY,EQ,01-Oct-2025,7.05,7.14,7.14,6.95,7.03,135993,9.55,567,102890.0,75.66,2025-10-01
ACE,EQ,01-Oct-2025,1072.6,1067.0,1073.8,1049.0,1069.6,193184,2047.89,19674,88579.0,45.85,2025-10-01
ACEINTEG,EQ,01-Oct-2025,23.6,24.0,24.29,23.63,23.96,4399,1.06,56,3683.0,83.72,2025-10-01
ACI,EQ,01-Oct-2025,689.3,689.9,696.5,682.0,693.05,87302,601.72,6159,23692.0,27.14,2025-10-01
ACL,BE,01-Oct-2025,84.05,82.36,82.36,82.36,82.36,3934,3.24,64,,,2025-10-01
ACLGATI,EQ,01-Oct-2025,60.76,60.7,61.25,59.52,59.96,253256,152.79,2150,148818.0,58.76,2025-10-01
ACMESOLAR,EQ,01-Oct-2025,277.0,278.0,289.9,274.1,288.3,1376555,3923.2,23345,538682.0,39.13,2025-10-01
ACTIVEINFR,SM,01-Oct-2025,177.0,177.0,177.0,175.0,175.0,3000,5.27,5,2400.0,80.0,2025-10-01
ACUTAAS,EQ,01-Oct-2025,1317.8,1302.0,1388.0,1302.0,1381.5,197652,2692.33,19151,109054.0,55.17,2025-10-01
ADANIENSOL,EQ,01-Oct-2025,872.25,876.4,900.0,870.1,896.35,1049954,9312.92,35386,290958.0,27.71,2025-10-01
