SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,29-Sep-2025,105.54,103.43,110.81,103.25,103.25,5372,5.76,11,5321.0,99.05,2025-09-29
20MICRONS,EQ,29-Sep-2025,220.78,220.0,221.98,208.22,210.44,164732,353.95,4624,91194.0,55.36,2025-09-29
21STCENMGM,EQ,29-Sep-2025,51.4,51.17,52.37,50.4,51.29,6910,3.52,98,4962.0,71.81,2025-09-29
360ONE,EQ,29-Sep-2025,1001.8,1002.0,1040.7,1002.0,1028.7,1111488,11431.79,44964,571242.0,51.39,2025-09-29
3IINFOLTD,EQ,29-Sep-2025,21.98,21.62,21.94,20.85,20.97,798695,169.82,4435,446275.0,55.88,2025-09-29
3MINDIA,EQ,29-Sep-2025,29150.0,29150.0,29165.0,28765.0,28835.0,4581,1326.89,2905,2904.0,63.39,2025-09-29
3PLAND,EQ,29-Sep-2025,44.26,43.75,45.49,43.52,43.66,9982,4.39,174,4395.0,44.03,2025-09-29
515GS2025,GS,29-Sep-2025,102.45,99.88,102.45,99.2,102.45,201,0.2,4,101.0,50.25,2025-09-29
563GS2026,GS,29-Sep-2025,101.72,99.17,101.81,99.17,101.81,27,0.03,3,23.0,85.19,2025-09-29
591GS2028,GS,29-Sep-2025,100.0,99.5,100.0,99.5,100.0,700,0.7,3,700.0,100.0,2025-09-29
5PAISA,EQ,29-Sep-2025,349.05,350.85,351.1,344.1,345.05,10773,37.4,1525,5531.0,51.34,2025-09-29
610GS2031,GS,29-Sep-2025,99.69,99.65,99.65,99.65,99.65,200,0.2,1,200.0,100.0,2025-09-29
628GS2032,GS,29-Sep-2025,98.0,98.0,98.0,98.0,98.0,100,0.1,1,100.0,100.0,2025-09-29
633GS2035,GS,29-Sep-2025,100.51,99.5,101.0,99.2,101.0,8600,8.66,9,6500.0,75.58,2025-09-29
