SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,25-Jul-2025,108.5,108.3,108.3,107.65,107.65,1908,2.06,3,1908.0,100.0,2025-07-25
20MICRONS,EQ,25-Jul-2025,270.33,270.33,277.8,263.12,268.56,375963,1024.03,9781,119767.0,31.86,2025-07-25
21STCENMGM,EQ,25-Jul-2025,59.62,60.64,60.75,59.16,60.18,14131,8.52,195,8929.0,63.19,2025-07-25
360ONE,EQ,25-Jul-2025,1118.6,1119.7,1119.7,1069.0,1077.9,1051171,11510.84,37008,578992.0,55.08,2025-07-25
3IINFOLTD,EQ,25-Jul-2025,24.04,24.03,24.35,23.6,23.62,336184,79.85,1240,181553.0,54.0,2025-07-25
3MINDIA,EQ,25-Jul-2025,31680.0,31215.0,31500.0,30610.0,31230.0,8420,2604.98,3322,3698.0,43.92,2025-07-25
3PLAND,EQ,25-Jul-2025,48.11,48.8,48.8,46.5,46.89,5665,2.68,179,4321.0,76.28,2025-07-25
563GS2026,GS,25-Jul-2025,101.1,101.69,101.69,101.4,101.4,5000,5.07,3,5000.0,100.0,2025-07-25
591GS2028,GS,25-Jul-2025,99.15,99.6,99.6,99.6,99.6,100,0.1,1,100.0,100.0,2025-07-25
5PAISA,EQ,25-Jul-2025,388.5,392.4,396.1,381.35,383.9,31533,122.39,2422,12226.0,38.77,2025-07-25
63MOONS,EQ,25-Jul-2025,1063.8,1070.0,1076.3,1030.0,1043.2,157736,1655.48,8190,76890.0,48.75,2025-07-25
654GS2032,GS,25-Jul-2025,102.7,102.5,102.5,102.5,102.5,5000,5.13,1,5000.0,100.0,2025-07-25
664GS2027,GS,25-Jul-2025,101.9,101.8,101.8,101.8,101.8,100,0.1,1,100.0,100.0,2025-07-25
667GS2035,GS,25-Jul-2025,101.79,101.79,102.0,101.79,102.0,38,0.04,3,19.0,50.0,2025-07-25
