SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,16-Oct-2025,106.0,108.5,108.5,104.0,106.0,6212,6.59,8,6212.0,100.0,2025-10-16
20MICRONS,EQ,16-Oct-2025,215.96,215.96,218.77,215.76,216.84,41947,91.04,1142,28093.0,66.97,2025-10-16
21STCENMGM,EQ,16-Oct-2025,47.0,47.94,47.94,46.5,47.75,3883,1.84,58,2847.0,73.32,2025-10-16
360ONE,EQ,16-Oct-2025,1160.4,1174.0,1179.8,1158.0,1171.8,915145,10713.88,51906,315282.0,34.45,2025-10-16
3IINFO-RE,BE,16-Oct-2025,2.05,2.18,2.18,1.75,1.85,452723,8.5,832,,,2025-10-16
3IINFOLTD,EQ,16-Oct-2025,19.57,19.47,19.69,19.4,19.44,229388,44.78,1074,154819.0,67.49,2025-10-16
3MINDIA,EQ,16-Oct-2025,29305.0,29420.0,29500.0,29110.0,29395.0,1748,512.78,1178,916.0,52.4,2025-10-16
3PLAND,EQ,16-Oct-2025,41.55,42.5,42.5,41.4,41.61,6307,2.63,85,5838.0,92.56,2025-10-16
515GS2025,GS,16-Oct-2025,102.75,102.45,102.45,102.45,102.45,5,0.01,2,5.0,100.0,2025-10-16
563GS2026,GS,16-Oct-2025,99.48,99.5,100.0,99.5,100.0,512,0.51,3,256.0,50.0,2025-10-16
574GS2026,GS,16-Oct-2025,101.75,101.3,101.3,101.2,101.2,18,0.02,2,9.0,50.0,2025-10-16
577GS2030,GS,16-Oct-2025,99.5,99.9,99.9,99.9,99.9,3039,3.04,2,3039.0,100.0,2025-10-16
5PAISA,EQ,16-Oct-2025,316.65,316.0,320.5,313.1,314.8,89427,282.95,2669,46259.0,51.73,2025-10-16
601GS2030,GS,16-Oct-2025,99.5,101.49,101.49,101.49,101.49,100,0.1,1,100.0,100.0,2025-10-16
610GS2031,GS,16-Oct-2025,99.0,99.7,99.7,99.7,99.7,1,0.0,1,1.0,100.0,2025-10-16
633GS2035,GS,16-Oct-2025,101.5,100.6,100.6,100.6,100.6,1400,1.41,2,1400.0,100.0,2025-10-16
63MOONS,EQ,16-Oct-2025,802.0,805.45,816.2,796.0,804.05,130286,1048.7,7627,77004.0,59.1,2025-10-16
648GS2035,GS,16-Oct-2025,99.45,99.41,99.5,99.41,99.45,3000,2.98,3,3000.0,100.0,2025-10-16
654GS2032,GS,16-Oct-2025,101.4,101.4,101.4,101.4,101.4,300,0.3,1,300.0,100.0,2025-10-16
667GS2050,GS,16-Oct-2025,97.1,96.5,96.7,96.5,96.5,5957,5.76,3,5957.0,100.0,2025-10-16
668GS2040,GS,16-Oct-2025,100.4,100.4,100.5,100.4,100.5,605,0.61,5,605.0,100.0,2025-10-16
675GS2029,GS,16-Oct-2025,109.0,109.0,109.0,109.0,109.0,1,0.0,1,1.0,100.0,2025-10-16
