SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,27-Oct-2025,106.0,106.5,106.5,103.0,105.24,2647,2.74,13,2637.0,99.62,2025-10-27
20MICRONS,EQ,27-Oct-2025,210.51,211.0,211.86,208.57,210.26,64341,135.16,1605,34104.0,53.01,2025-10-27
21STCENMGM,EQ,27-Oct-2025,46.88,46.98,47.0,45.94,46.01,5221,2.43,127,4749.0,90.96,2025-10-27
360ONE,EQ,27-Oct-2025,1185.7,1179.8,1189.8,1167.8,1173.0,607697,7167.42,29601,382331.0,62.91,2025-10-27
3IINFOLTD,EQ,27-Oct-2025,20.05,20.18,20.79,19.85,19.97,671001,134.95,2535,375856.0,56.01,2025-10-27
3MINDIA,EQ,27-Oct-2025,29735.0,29815.0,30170.0,29800.0,30015.0,4273,1281.33,1982,3074.0,71.94,2025-10-27
3PLAND,EQ,27-Oct-2025,42.82,43.04,45.01,43.04,43.56,15159,6.71,232,11445.0,75.5,2025-10-27
574GS2026,GS,27-Oct-2025,101.75,101.75,101.76,101.75,101.76,16,0.02,2,16.0,100.0,2025-10-27
591GS2028,GS,27-Oct-2025,100.65,100.65,100.65,100.25,100.25,300,0.3,3,300.0,100.0,2025-10-27
5PAISA,EQ,27-Oct-2025,312.4,313.6,319.65,313.3,316.5,47142,149.45,1745,19355.0,41.06,2025-10-27
601GS2030,GS,27-Oct-2025,101.0,99.15,100.1,99.15,99.9,400,0.4,4,200.0,50.0,2025-10-27
610GS2031,GS,27-Oct-2025,99.7,99.7,99.7,99.7,99.7,3,0.0,1,3.0,100.0,2025-10-27
619GS2034,GS,27-Oct-2025,99.5,99.5,99.5,99.5,99.5,190,0.19,1,190.0,100.0,2025-10-27
622GS2035,GS,27-Oct-2025,99.0,98.0,98.0,98.0,98.0,93,0.09,9,93.0,100.0,2025-10-27
633GS2035,GS,27-Oct-2025,101.5,100.7,100.7,100.7,100.7,100,0.1,1,100.0,100.0,2025-10-27
63MOONS,EQ,27-Oct-2025,786.0,790.5,820.9,787.05,796.1,93246,746.38,6110,47728.0,51.19,2025-10-27
664GS2027,GS,27-Oct-2025,102.75,102.75,102.75,102.75,102.75,100,0.1,1,100.0,100.0,2025-10-27
667GS2050,GS,27-Oct-2025,96.9,96.5,96.5,96.5,96.5,1200,1.16,4,1200.0,100.0,2025-10-27
668GS2040,GS,27-Oct-2025,99.55,100.0,100.01,100.0,100.01,200,0.2,2,200.0,100.0,2025-10-27
676GS2061,GS,27-Oct-2025,95.2,95.5,95.5,95.45,95.45,21025,20.08,6,20825.0,99.05,2025-10-27
679GS2031,GS,27-Oct-2025,104.5,104.5,104.5,104.5,104.5,1047,1.09,2,1047.0,100.0,2025-10-27
679GS2034A,GS,27-Oct-2025,98.0,101.03,101.03,100.99,101.03,1500,1.52,3,1000.0,66.67,2025-10-27
68GS2060,GS,27-Oct-2025,96.32,96.9,96.9,96.5,96.5,1064,1.03,27,1064.0,100.0,2025-10-27
690GS2065,GS,27-Oct-2025,96.82,96.9,97.0,96.55,96.76,18979,18.36,65,16762.0,88.32,2025-10-27
695GS2061,GS,27-Oct-2025,99.1,103.9,103.9,103.9,103.9,1,0.0,1,1.0,100.0,2025-10-27
698GR2054,GS,27-Oct-2025,99.0,99.98,99.98,99.98,99.98,400,0.4,1,400.0,100.0,2025-10-27
699GS2026,GS,27-Oct-2025,100.4,101.0,101.0,100.4,100.45,2411,2.43,6,2311.0,95.85,2025-10-27
699GS2051,GS,27-Oct-2025,100.1,100.7,100.7,100.45,100.5,3501,3.52,5,3501.0,100.0,2025-10-27
702GS2027,GS,27-Oct-2025,103.2,104.0,104.05,104.0,104.05,2317,2.41,4,2317.0,100.0,2025-10-27
702GS2031,GS,27-Oct-2025,104.01,104.01,104.01,104.01,104.01,100,0.1,1,100.0,100.0,2025-10-27
704GS2029,GS,27-Oct-2025,105.0,105.0,105.2,105.0,105.2,1200,1.26,3,1200.0,100.0,2025-10-27
706GS2028,GS,27-Oct-2025,103.25,103.1,103.19,103.1,103.18,2700,2.79,2,2700.0,100.0,2025-10-27
709GS2054,GS,27-Oct-2025,101.7,101.73,102.19,101.7,101.75,52643,53.54,202,52643.0,100.0,2025-10-27
709GS2074,GS,27-Oct-2025,101.81,101.81,102.0,101.7,101.74,17092,17.42,31,17092.0,100.0,2025-10-27
710GS2029,GS,27-Oct-2025,103.15,103.15,103.15,103.0,103.0,5297,5.46,8,5297.0,100.0,2025-10-27
716GS2050,GS,27-Oct-2025,101.0,101.01,101.01,101.0,101.0,2000,2.02,2,2000.0,100.0,2025-10-27
717GS2030,GS,27-Oct-2025,108.5,103.35,104.0,103.31,104.0,1525,1.58,4,575.0,37.7,2025-10-27
718GS2037,GS,27-Oct-2025,104.79,105.0,105.0,104.26,104.85,19497,20.42,11,19496.0,99.99,2025-10-27
71GS2034,GS,27-Oct-2025,103.93,102.89,102.89,102.89,102.89,100,0.1,1,100.0,100.0,2025-10-27
724GS2055,GS,27-Oct-2025,102.95,101.9,101.9,101.9,101.9,104,0.11,3,100.0,96.15,2025-10-27
725GS2063,GS,27-Oct-2025,104.0,105.6,105.6,103.69,103.81,473812,492.48,390,473811.0,100.0,2025-10-27
726GS2032,GS,27-Oct-2025,105.6,105.85,105.85,105.85,105.85,840,0.89,2,840.0,100.0,2025-10-27
732GS2030,GS,27-Oct-2025,106.5,106.3,106.3,106.3,106.3,100,0.11,1,100.0,100.0,2025-10-27
733GS2026,GS,27-Oct-2025,104.9,103.85,103.85,102.81,103.34,250,0.26,3,250.0,100.0,2025-10-27
734GS2064,GS,27-Oct-2025,102.35,102.55,103.0,102.0,102.49,455075,464.35,472,454443.0,99.86,2025-10-27
737GS2028,GS,27-Oct-2025,103.25,104.0,104.0,103.0,103.07,8251,8.5,7,8251.0,100.0,2025-10-27
738GS2027,GS,27-Oct-2025,105.1,105.39,105.39,105.0,105.27,231379,243.59,62,230879.0,99.78,2025-10-27
