SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,05-Aug-2026,104.49,103.95,104.45,100.0,104.24,7191,7.44,16,6135.0,85.31,2026-08-05
20MICRONS,EQ,05-Aug-2026,196.72,196.72,198.1,194.0,194.85,115892,226.48,1814,68985.0,59.53,2026-08-05
21STCENMGM,EQ,05-Aug-2026,41.77,42.59,42.6,42.59,42.6,8281,3.53,33,8281.0,100.0,2026-08-05
360ONE,EQ,05-Aug-2026,1155.0,1174.0,1194.7,1163.3,1192.0,1854520,21975.85,46662,982851.0,53.0,2026-08-05
3BBLACKBIO,EQ,05-Aug-2026,1238.5,1260.5,1260.5,1200.0,1204.0,8883,108.04,1284,5592.0,62.95,2026-08-05
3IINFOLTD,EQ,05-Aug-2026,25.12,25.5,25.75,23.32,25.09,4129398,1025.7,14916,1291711.0,31.28,2026-08-05
3MINDIA,EQ,05-Aug-2026,35725.0,35885.0,36280.0,35605.0,35805.0,3173,1139.68,1829,1427.0,44.97,2026-08-05
3PLAND,EQ,05-Aug-2026,31.86,32.25,32.94,31.51,31.76,1478,0.47,74,905.0,61.23,2026-08-05
5PAISA,EQ,05-Aug-2026,351.0,359.0,369.9,352.35,367.2,58609,213.09,3443,25486.0,43.48,2026-08-05
601GS2028,GS,05-Aug-2026,100.21,101.0,101.0,101.0,101.0,200,0.2,1,200.0,100.0,2026-08-05
601GS2030,GS,05-Aug-2026,98.9,98.9,98.9,98.9,98.9,100,0.1,1,100.0,100.0,2026-08-05
603GS2029,GS,05-Aug-2026,100.36,100.36,100.36,100.36,100.36,2,0.0,2,2.0,100.0,2026-08-05
610GS2031,GS,05-Aug-2026,105.5,105.5,105.5,105.5,105.5,4,0.0,1,4.0,100.0,2026-08-05
636GS2031,GS,05-Aug-2026,102.2,102.15,102.45,102.0,102.02,5100,5.21,7,4700.0,92.16,2026-08-05
63MOONS,EQ,05-Aug-2026,864.2,869.9,885.0,855.15,862.95,303112,2639.76,8843,66771.0,22.03,2026-08-05
648GS2035,GS,05-Aug-2026,101.2,97.91,100.0,97.91,99.11,250,0.25,3,200.0,80.0,2026-08-05
654GS2032,GS,05-Aug-2026,100.2,100.5,100.5,100.0,100.0,1030,1.03,3,1030.0,100.0,2026-08-05
662GS2051,GS,05-Aug-2026,90.46,90.7,90.7,90.7,90.7,3,0.0,1,3.0,100.0,2026-08-05
664GS2035,GS,05-Aug-2026,99.15,97.46,97.46,97.46,97.46,1,0.0,1,1.0,100.0,2026-08-05
667GS2050,GS,05-Aug-2026,93.69,93.0,93.69,92.5,92.5,1000,0.93,9,1000.0,100.0,2026-08-05
668GS2033,GS,05-Aug-2026,99.0,98.61,98.61,98.6,98.6,200,0.2,2,200.0,100.0,2026-08-05
668GS2040,GS,05-Aug-2026,97.62,95.8,98.0,95.8,98.0,2600,2.54,6,2400.0,92.31,2026-08-05
676GS2061,GS,05-Aug-2026,93.32,93.5,93.75,93.2,93.47,3797,3.55,11,3797.0,100.0,2026-08-05
690GS2065,GS,05-Aug-2026,93.79,94.0,94.0,93.58,93.91,121328,113.72,24,120387.0,99.22,2026-08-05
694GS2036,GS,05-Aug-2026,102.72,103.0,103.0,101.15,101.15,700,0.72,5,700.0,100.0,2026-08-05
