SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026,GS,22-Aug-2025,109.0,109.5,109.5,109.5,109.5,512,0.56,2,512.0,100.0,2025-08-22
20MICRONS,EQ,22-Aug-2025,232.33,233.0,241.7,232.65,234.36,144509,342.26,3587,50795.0,35.15,2025-08-22
21STCENMGM,EQ,22-Aug-2025,56.84,56.84,57.45,56.0,56.0,2153,1.21,90,2069.0,96.1,2025-08-22
360ONE,EQ,22-Aug-2025,1081.6,1074.9,1088.4,1070.2,1077.6,742717,8018.65,53997,485626.0,65.39,2025-08-22
3IINFOLTD,EQ,22-Aug-2025,22.87,22.87,24.24,22.73,23.68,585599,139.14,2725,272582.0,46.55,2025-08-22
3MINDIA,EQ,22-Aug-2025,30875.0,31050.0,31050.0,30425.0,30550.0,3867,1182.07,2305,2001.0,51.75,2025-08-22
3PLAND,EQ,22-Aug-2025,47.24,47.5,48.99,46.15,47.98,10138,4.83,262,4766.0,47.01,2025-08-22
563GS2026,GS,22-Aug-2025,101.85,101.9,101.9,101.9,101.9,430,0.44,1,430.0,100.0,2025-08-22
5PAISA,EQ,22-Aug-2025,373.55,373.0,373.85,366.0,369.0,12264,45.39,1318,6396.0,52.15,2025-08-22
613GS2028,GS,22-Aug-2025,101.49,101.49,101.49,101.49,101.49,153,0.16,1,153.0,100.0,2025-08-22
628GS2032,GS,22-Aug-2025,99.0,98.45,100.75,98.45,99.13,202,0.2,3,102.0,50.5,2025-08-22
63MOONS,EQ,22-Aug-2025,980.4,976.0,994.8,956.7,960.2,183702,1789.93,10858,118438.0,64.47,2025-08-22
654GS2032,GS,22-Aug-2025,101.0,101.2,101.2,100.9,100.9,2004,2.02,5,2004.0,100.0,2025-08-22
667GS2035,GS,22-Aug-2025,107.04,102.0,102.0,102.0,102.0,2000,2.04,1,2000.0,100.0,2025-08-22
668GS2040,GS,22-Aug-2025,99.0,98.5,99.0,98.5,99.0,300,0.3,2,300.0,100.0,2025-08-22
676GS2061,GS,22-Aug-2025,97.0,97.0,97.0,97.0,97.0,1,0.0,1,1.0,100.0,2025-08-22
679GS2034A,GS,22-Aug-2025,99.0,99.0,99.0,99.0,99.0,100,0.1,1,100.0,100.0,2025-08-22
690GS2065,GS,22-Aug-2025,99.9,99.0,99.9,99.0,99.9,8000,7.99,4,8000.0,100.0,2025-08-22
699GS2026,GS,22-Aug-2025,102.46,102.5,102.5,102.4,102.4,6,0.01,2,6.0,100.0,2025-08-22
702GS2027,GS,22-Aug-2025,102.4,102.61,102.61,102.61,102.61,700,0.72,1,700.0,100.0,2025-08-22
702GS2031,GS,22-Aug-2025,103.2,103.4,103.4,103.4,103.4,35,0.04,1,35.0,100.0,2025-08-22
704GS2029,GS,22-Aug-2025,104.6,102.9,103.15,102.9,103.15,400,0.41,4,400.0,100.0,2025-08-22
709GS2054,GS,22-Aug-2025,99.11,99.7,99.7,98.95,99.04,17115,16.96,43,17115.0,100.0,2025-08-22
709GS2074,GS,22-Aug-2025,99.02,99.5,99.5,98.9,99.0,28152,27.91,82,28152.0,100.0,2025-08-22
