date,sym,exp,dte,spot,atm,straddle,em_pct,iv,iv_skew,pcr,max_pain,cw,pw,fut_oi,fut_oi_chg,opt_val
2026-04-20,NIFTY,2026-04-21,1,24364.85,24350.0,262.6,1.08,25.77,6.56,1.1,24300.0,25000;24500;24800,23500;24000;23000,20196280.0,-347815.0,178546455044269.0
2026-04-20,NIFTY,2026-04-28,8,24364.85,24350.0,580.55,2.38,20.14,4.83,1.13,24200.0,26000;25000;24500,21000;23000;22500,20196280.0,-347815.0,8052286016212.75
2026-04-21,BANKNIFTY,2026-04-28,7,57371.45,57400.0,1339.3,2.33,21.12,2.69,1.12,56400.0,60000;59000;61000,52000;55000;54000,2407530.0,-27240.0,4711811766702.0
2026-04-21,BANKNIFTY,2026-05-26,35,57371.45,57400.0,2587.6,4.51,18.2,0.65,0.88,58500.0,60000;59000;58000,60000;55000;57000,2407530.0,-27240.0,309374275630.5
2026-04-21,NIFTY,2026-04-21,0,24576.6,24600.0,26.1,0.11,2.63,0.6,1.52,24550.0,24600;24800;25000,24550;24500;24450,19910865.0,-285415.0,532346486983376.0
2026-04-21,NIFTY,2026-04-28,7,24576.6,24600.0,480.75,1.96,17.7,1.61,1.17,24400.0,26000;25000;25500,23000;24000;21000,19910865.0,-285415.0,12769008322014.75
2026-04-22,BANKNIFTY,2026-04-28,6,57124.45,57100.0,1218.5,2.13,20.84,1.63,0.99,56400.0,60000;59000;61000,55000;52000;57000,2374770.0,-32760.0,6288514312483.5
2026-04-22,BANKNIFTY,2026-05-26,34,57124.45,57100.0,2707.55,4.74,19.4,0.04,0.96,58500.0,60000;59000;58000,60000;50000;55000,2374770.0,-32760.0,298840158720.0
2026-04-22,NIFTY,2026-04-28,6,24378.1,24400.0,442.9,1.82,17.76,2.1,0.95,24400.0,26000;25000;24500,23000;24000;22000,20361510.0,450645.0,52415002691483.25
2026-04-22,NIFTY,2026-05-05,13,24378.1,24400.0,673.45,2.76,18.34,1.54,0.75,24400.0,25000;25500;26000,22500;24500;23000,20361510.0,450645.0,1559833116422.75
2026-04-23,BANKNIFTY,2026-04-28,5,56305.0,56300.0,1039.3,1.85,19.76,1.29,0.9,56100.0,60000;59000;57000,54000;52000;55000,2446620.0,71850.0,6825875972374.5
2026-04-23,BANKNIFTY,2026-05-26,33,56305.0,56300.0,2730.45,4.85,20.16,0.37,0.91,58000.0,60000;57000;58000,60000;57000;50000,2446620.0,71850.0,377822239189.5
2026-04-23,NIFTY,2026-04-28,5,24173.05,24150.0,374.6,1.55,16.53,3.0,0.83,24200.0,26000;25000;24500,23000;22000;24000,20320820.0,-40690.0,57037179653496.25
2026-04-23,NIFTY,2026-05-05,12,24173.05,24150.0,640.0,2.65,18.24,2.61,0.83,24300.0,25000;26000;25500,22500;23000;24500,20320820.0,-40690.0,1875852022200.0
2026-04-24,BANKNIFTY,2026-04-28,4,56089.75,56100.0,932.8,1.66,19.91,-2.24,0.91,56000.0,60000;59000;58000,54000;52000;55000,2431260.0,-15360.0,13089982923373.5
2026-04-24,BANKNIFTY,2026-05-26,32,56089.75,56100.0,2715.3,4.84,20.46,-1.08,0.91,58000.0,60000;57000;58000,60000;56000;50000,2431260.0,-15360.0,369132468532.5
2026-04-24,NIFTY,2026-04-28,4,23897.95,23900.0,348.1,1.46,17.43,-0.14,0.68,24000.0,25000;24500;26000,23000;22000;24000,21139560.0,818740.0,112716520657490.77
2026-04-24,NIFTY,2026-05-05,11,23897.95,23900.0,638.65,2.67,19.27,-0.53,0.75,24100.0,26000;25000;26100,23000;22500;24000,21139560.0,818740.0,3425858015264.75
2026-04-27,BANKNIFTY,2026-04-28,1,56264.3,56300.0,519.9,0.92,22.1,-5.67,0.89,56100.0,60000;59000;58000,54000;55000;56000,2443800.0,12540.0,25699134588175.5
2026-04-27,BANKNIFTY,2026-05-26,29,56264.3,56300.0,2491.7,4.43,19.66,-1.15,0.93,57300.0,60000;58000;57000,60000;56000;50000,2443800.0,12540.0,549590602365.0
2026-04-27,NIFTY,2026-04-28,1,24092.7,24100.0,187.35,0.78,18.62,-4.5,0.97,24100.0,25000;24500;24300,24000;23000;23500,21537295.0,397735.0,183796723791115.5
2026-04-27,NIFTY,2026-05-05,8,24092.7,24100.0,506.45,2.1,17.79,-0.68,0.83,24100.0,26000;25000;25500,23000;24000;22500,21537295.0,397735.0,6040388063095.75
2026-04-28,BANKNIFTY,2026-04-28,0,55400.35,55400.0,24.3,0.04,1.46,-0.43,0.69,55500.0,55400;55500;55800,55400;55300;55500,2656410.0,212610.0,139253793422184.0
2026-04-28,BANKNIFTY,2026-05-26,28,55400.35,55400.0,2447.6,4.42,19.95,-0.92,0.95,57000.0,60000;56000;57000,60000;56000;50000,2656410.0,212610.0,1180687338247.5
2026-04-28,NIFTY,2026-04-28,0,23995.7,24000.0,16.55,0.07,2.33,1.35,0.79,24000.0,24000;24100;25000,23950;24000;23500,21966360.0,429065.0,530928362141466.3
2026-04-28,NIFTY,2026-05-05,7,23995.7,24000.0,426.2,1.78,16.06,1.77,0.79,24100.0,25000;26000;25500,23000;24000;22000,21966360.0,429065.0,13079104390703.0
2026-04-29,BANKNIFTY,2026-05-26,27,55403.6,55400.0,2314.55,4.18,19.21,0.68,0.91,56600.0,60000;56000;57000,60000;56000;50000,2117460.0,29040.0,3014558459206.5
2026-04-29,BANKNIFTY,2026-06-30,62,55403.6,55400.0,3521.35,6.36,19.23,-5.39,1.32,57500.0,60000;63000;57000,60000;54000;57000,2117460.0,29040.0,56651741328.0
2026-04-29,NIFTY,2026-05-05,6,24177.65,24200.0,377.4,1.56,15.26,0.58,0.93,24200.0,25000;24500;26000,23000;24000;22500,15698540.0,14560.0,68146519419342.0
2026-04-29,NIFTY,2026-05-12,13,24177.65,24200.0,594.0,2.46,16.3,1.77,0.98,24200.0,24200;26000;25000,23000;24000;24200,15698540.0,14560.0,1642256966431.25
2026-04-30,BANKNIFTY,2026-05-26,26,54863.35,54900.0,2385.75,4.35,20.4,-0.91,0.88,56500.0,60000;56000;58000,60000;56000;50000,2233410.0,115950.0,2687906147041.5
2026-04-30,BANKNIFTY,2026-06-30,61,54863.35,54900.0,3431.05,6.25,19.1,1.13,1.27,57100.0,60000;63000;57000,60000;54000;57000,2233410.0,115950.0,51825619902.0
2026-04-30,NIFTY,2026-05-05,5,23997.55,24000.0,367.9,1.53,16.4,-2.21,0.87,24050.0,25000;25500;24500,23000;22000;24000,16707535.0,1008995.0,73064101519490.25
2026-04-30,NIFTY,2026-05-12,12,23997.55,24000.0,602.55,2.51,17.33,-0.8,0.89,24100.0,25000;24500;24600,23500;24000;23000,16707535.0,1008995.0,2664437976677.75
2026-05-04,BANKNIFTY,2026-05-26,22,54878.5,54900.0,2216.85,4.04,20.6,-0.92,0.85,56100.0,60000;56000;58000,60000;56000;50000,2339820.0,106410.0,2787704441238.0
2026-05-04,BANKNIFTY,2026-06-30,57,54878.5,54900.0,3251.05,5.92,18.7,1.7,1.17,57000.0,60000;63000;57000,60000;54000;57000,2339820.0,106410.0,57578945140.5
2026-05-04,NIFTY,2026-05-05,1,24119.3,24100.0,223.3,0.93,22.1,-6.61,0.62,24100.0,25000;24500;24300,23500;24000;23000,17341155.0,633620.0,263403178114508.25
2026-05-04,NIFTY,2026-05-12,8,24119.3,24100.0,520.45,2.16,18.22,-1.3,0.91,24200.0,26000;25000;24500,21500;23000;21200,17341155.0,633620.0,7223770272631.25
2026-05-05,BANKNIFTY,2026-05-26,21,54547.05,54500.0,2122.2,3.89,20.27,-0.93,0.83,56000.0,60000;56000;58000,60000;50000;56000,2459310.0,119490.0,2853228815878.5
2026-05-05,BANKNIFTY,2026-06-30,56,54547.05,54500.0,3243.7,5.95,18.91,1.78,1.15,57000.0,60000;63000;57000,60000;54000;50000,2459310.0,119490.0,63782375233.5
2026-05-05,NIFTY,2026-05-05,0,24032.8,24050.0,27.8,0.12,3.3,4.06,0.88,24050.0,24050;24100;25000,24000;23950;23900,17856085.0,514930.0,675044748741681.5
2026-05-05,NIFTY,2026-05-12,7,24032.8,24050.0,418.0,1.74,15.74,-1.05,0.95,24050.0,26000;24500;25000,24000;23000;21500,17856085.0,514930.0,15061656253748.0
2026-05-06,BANKNIFTY,2026-05-26,20,55981.05,56000.0,1889.85,3.38,18.05,-3.07,0.93,56200.0,60000;58000;56000,60000;56000;55000,2478420.0,19110.0,4739734413888.0
2026-05-06,BANKNIFTY,2026-06-30,55,55981.05,56000.0,2992.8,5.35,17.15,0.52,1.16,57000.0,60000;63000;57000,54000;60000;57000,2478420.0,19110.0,146970515116.5
2026-05-06,NIFTY,2026-05-12,6,24330.95,24350.0,391.7,1.61,15.74,-5.0,1.18,24250.0,25000;24500;25500,23000;24000;23500,18340855.0,484770.0,89867970651186.0
2026-05-06,NIFTY,2026-05-19,13,24330.95,24350.0,569.0,2.34,15.52,-2.72,0.96,24200.0,25500;25000;26000,22500;21500;23000,18340855.0,484770.0,2020535328526.0
2026-05-07,BANKNIFTY,2026-05-26,19,56047.4,56000.0,1872.65,3.34,18.29,-0.86,0.91,56300.0,60000;58000;56000,60000;56000;55000,2489220.0,10800.0,3291940129630.5
2026-05-07,BANKNIFTY,2026-06-30,54,56047.4,56000.0,2957.05,5.28,17.04,1.68,1.15,57000.0,60000;63000;57000,54000;60000;57000,2489220.0,10800.0,68394789057.0
2026-05-07,NIFTY,2026-05-12,5,24326.65,24350.0,341.05,1.4,15.02,-0.97,1.01,24300.0,25000;24500;25500,23500;24000;23000,18858320.0,517465.0,75701078556649.0
2026-05-07,NIFTY,2026-05-19,12,24326.65,24350.0,535.25,2.2,15.2,0.15,1.1,24300.0,25000;25500;24400,22500;23000;23400,18858320.0,517465.0,2158488897938.75
2026-05-08,BANKNIFTY,2026-05-26,18,55310.55,55300.0,1870.7,3.38,19.06,-0.63,0.83,56000.0,60000;58000;56000,60000;56000;50000,2659080.0,169860.0,3530605810362.0
2026-05-08,BANKNIFTY,2026-06-30,53,55310.55,55300.0,3041.85,5.5,17.98,1.66,1.15,57000.0,60000;63000;57000,54000;60000;57000,2659080.0,169860.0,70670562892.5
2026-05-08,NIFTY,2026-05-12,4,24176.15,24200.0,291.3,1.2,14.42,-2.48,0.8,24200.0,25500;24500;25000,23500;23000;24000,19210165.0,351845.0,124371298486149.0
2026-05-08,NIFTY,2026-05-19,11,24176.15,24200.0,519.45,2.15,15.5,-0.41,1.01,24200.0,25000;26000;25500,22500;23000;21500,19210165.0,351845.0,2628576189050.5
2026-05-11,BANKNIFTY,2026-05-26,15,54439.9,54400.0,1928.5,3.54,21.87,-0.2,0.78,56000.0,60000;56000;58000,60000;56000;50000,2672970.0,13890.0,4060382896497.0
2026-05-11,BANKNIFTY,2026-06-30,50,54439.9,54400.0,3190.3,5.86,19.76,1.77,1.16,57000.0,60000;63000;57000,54000;50000;60000,2672970.0,13890.0,109963568248.5
2026-05-11,NIFTY,2026-05-12,1,23815.85,23800.0,205.75,0.86,20.63,-7.66,0.57,23900.0,25000;24500;24000,23500;23000;23800,20199075.0,988910.0,205874402905148.25
2026-05-11,NIFTY,2026-05-19,8,23815.85,23800.0,510.55,2.14,18.11,-1.26,0.81,24000.0,26000;25000;24500,22500;22000;23000,20199075.0,988910.0,6095455903706.0
2026-05-12,BANKNIFTY,2026-05-26,14,53555.2,53600.0,1927.9,3.6,23.04,-0.5,0.7,55700.0,60000;56000;58000,60000;56000;50000,2784720.0,111750.0,3765876280231.5
2026-05-12,BANKNIFTY,2026-06-30,49,53555.2,53600.0,3249.85,6.07,20.72,1.74,1.14,56500.0,60000;63000;57000,54000;50000;60000,2784720.0,111750.0,123878924553.0
2026-05-12,NIFTY,2026-05-12,0,23379.55,23400.0,24.0,0.1,2.69,-0.24,0.51,23450.0,23400;23500;23600,23350;23400;23000,21946730.0,1747655.0,608565847271060.2
2026-05-12,NIFTY,2026-05-19,7,23379.55,23400.0,478.4,2.05,18.52,-1.62,0.71,23650.0,24000;25000;26000,23000;22000;22500,21946730.0,1747655.0,14241712796834.25
2026-05-13,BANKNIFTY,2026-05-26,13,53456.15,53500.0,1874.5,3.51,23.3,-0.87,0.71,55500.0,60000;58000;56000,60000;56000;54000,2816940.0,32220.0,4597008609256.5
2026-05-13,BANKNIFTY,2026-06-30,48,53456.15,53500.0,3236.95,6.06,20.89,1.6,1.07,56000.0,60000;63000;57000,54000;60000;48000,2816940.0,32220.0,133878002935.5
2026-05-13,NIFTY,2026-05-19,6,23412.6,23400.0,446.2,1.91,18.6,-1.66,0.81,23500.0,25000;24000;24500,22000;23000;22500,21815690.0,-131040.0,73496983719688.75
2026-05-13,NIFTY,2026-05-26,13,23412.6,23400.0,672.45,2.87,19.04,0.07,0.96,24000.0,24000;24500;25000,23000;24000;22500,21815690.0,-131040.0,3703957346573.25
2026-05-14,BANKNIFTY,2026-05-26,12,54128.95,54100.0,1676.8,3.1,21.39,1.14,0.79,55700.0,60000;58000;56000,60000;54000;50000,2760450.0,-56490.0,4896579665754.0
2026-05-14,BANKNIFTY,2026-06-30,47,54128.95,54100.0,3071.7,5.67,19.74,2.42,1.06,56000.0,60000;63000;56000,54000;60000;48000,2760450.0,-56490.0,144179089392.0
2026-05-14,NIFTY,2026-05-19,5,23689.6,23700.0,347.9,1.47,15.73,1.47,1.23,23700.0,24500;25000;24000,22000;22500;23000,21145475.0,-670215.0,72680392102262.75
2026-05-14,NIFTY,2026-05-26,12,23689.6,23700.0,593.65,2.51,17.31,1.98,1.0,24000.0,24000;24500;25000,23000;23500;24000,21145475.0,-670215.0,4390030308004.25
2026-05-15,BANKNIFTY,2026-05-26,11,53710.35,53700.0,1646.5,3.07,22.12,-0.48,0.77,55500.0,60000;58000;56000,60000;54000;50000,2766180.0,5730.0,4778170944948.0
2026-05-15,BANKNIFTY,2026-06-30,46,53710.35,53700.0,3080.7,5.74,20.18,1.29,0.74,56000.0,60000;59000;58000,60000;54000;48000,2766180.0,5730.0,308866965679.5
2026-05-15,NIFTY,2026-05-19,4,23643.5,23650.0,317.05,1.34,16.05,2.84,0.93,23700.0,24500;24000;25000,23000;22000;23500,20950995.0,-194480.0,144253385631420.0
2026-05-15,NIFTY,2026-05-26,11,23643.5,23650.0,581.3,2.46,17.74,2.82,1.02,24000.0,24500;24000;25000,23000;22000;22500,20950995.0,-194480.0,5022509121496.75
2026-05-18,BANKNIFTY,2026-05-26,8,53537.0,53500.0,1564.2,2.92,24.72,-2.56,0.8,55200.0,60000;58000;56000,53000;60000;50000,2780730.0,14550.0,5770785972582.0
2026-05-18,BANKNIFTY,2026-06-30,43,53537.0,53500.0,3109.15,5.81,21.14,0.61,0.79,56000.0,60000;57000;59000,60000;54000;50000,2780730.0,14550.0,349332750280.5
2026-05-18,NIFTY,2026-05-19,1,23649.95,23650.0,218.55,0.92,22.12,2.99,1.34,23600.0,24000;24500;23800,23000;23400;22500,20271680.0,-679315.0,241236978301306.0
2026-05-18,NIFTY,2026-05-26,8,23649.95,23650.0,537.8,2.27,19.24,2.18,1.05,24000.0,24000;24500;25000,23000;22000;22500,20271680.0,-679315.0,9101839724402.75
2026-05-19,BANKNIFTY,2026-05-26,7,53409.15,53400.0,1316.3,2.46,22.3,-0.32,0.76,55000.0,60000;56000;58000,50000;53000;60000,2829270.0,48540.0,4571481580257.0
2026-05-19,BANKNIFTY,2026-06-30,42,53409.15,53400.0,2966.45,5.55,20.46,1.63,0.82,56000.0,60000;55000;57000,60000;54000;53000,2829270.0,48540.0,259790492058.0
2026-05-19,NIFTY,2026-05-19,0,23618.0,23600.0,27.5,0.12,3.0,-2.14,0.86,23650.0,23650;23700;23750,23600;23500;23650,20349550.0,77870.0,625077909413327.5
2026-05-19,NIFTY,2026-05-26,7,23618.0,23600.0,441.75,1.87,16.88,3.03,1.03,23850.0,24000;25000;24500,23000;22500;22000,20349550.0,77870.0,15990428373065.25
2026-05-20,BANKNIFTY,2026-05-26,6,53562.2,53600.0,1160.7,2.17,21.18,-3.91,0.79,54700.0,60000;56000;58000,53000;50000;52000,2856240.0,26970.0,7731726405390.0
2026-05-20,BANKNIFTY,2026-06-30,41,53562.2,53600.0,2899.45,5.41,20.2,0.31,0.86,56500.0,60000;57000;58000,60000;54000;53000,2856240.0,26970.0,375263554518.0
2026-05-20,NIFTY,2026-05-26,6,23659.0,23650.0,407.75,1.72,16.81,2.03,1.27,23750.0,24500;24000;25000,22500;22000;23000,20444970.0,95420.0,65897137883391.75
2026-05-20,NIFTY,2026-06-02,13,23659.0,23650.0,605.0,2.56,16.93,1.93,0.8,23700.0,25500;24000;24500,22000;23500;23000,20444970.0,95420.0,1541628083788.0
2026-05-21,BANKNIFTY,2026-05-26,5,53439.4,53400.0,968.1,1.81,19.37,-1.77,0.68,54100.0,60000;56000;58000,53000;54000;50000,2936880.0,80640.0,8748456718396.5
2026-05-21,BANKNIFTY,2026-06-30,40,53439.4,53400.0,2803.25,5.25,19.78,1.49,0.89,56000.0,60000;54000;57000,60000;54000;53000,2936880.0,80640.0,413729290233.0
2026-05-21,NIFTY,2026-05-26,5,23654.7,23650.0,342.8,1.45,15.5,3.75,0.94,23700.0,25000;24000;24500,22500;23000;22000,21288735.0,843765.0,71409661847491.5
2026-05-21,NIFTY,2026-06-02,12,23654.7,23650.0,549.05,2.32,16.0,2.99,0.83,23700.0,25500;24000;24500,22000;21100;23000,21288735.0,843765.0,2368791618095.5
2026-05-22,BANKNIFTY,2026-05-26,4,54055.35,54100.0,762.7,1.41,16.9,-5.67,0.74,54400.0,56000;60000;55000,54000;50000;53000,3017130.0,80250.0,13782774837700.5
2026-05-22,BANKNIFTY,2026-06-30,39,54055.35,54100.0,2650.75,4.9,18.76,-0.17,0.94,56000.0,60000;54000;55000,60000;54000;53000,3017130.0,80250.0,582942322687.5
2026-05-22,NIFTY,2026-05-26,4,23719.3,23700.0,282.95,1.19,14.21,0.46,1.02,23800.0,24000;25000;24500,23000;22500;23500,21157240.0,-131495.0,113402223990064.77
2026-05-22,NIFTY,2026-06-02,11,23719.3,23700.0,492.6,2.08,14.92,0.74,0.98,23700.0,25500;24000;24500,22500;22000;23000,21157240.0,-131495.0,3434287803189.75
2026-05-25,BANKNIFTY,2026-05-26,1,55293.65,55300.0,495.45,0.9,21.46,-8.34,1.0,55100.0,56000;60000;56500,54000;55000;53000,3156630.0,139500.0,24612030949930.5
2026-05-25,BANKNIFTY,2026-06-30,36,55293.65,55300.0,2453.05,4.44,17.63,0.15,0.96,56000.0,60000;54000;56000,60000;54000;55000,3156630.0,139500.0,930006553399.5
2026-05-25,NIFTY,2026-05-26,1,24031.7,24050.0,167.75,0.7,16.67,-4.02,1.3,24000.0,25000;24500;24000,24000;23000;23500,20835490.0,-321750.0,154375292018203.75
2026-05-25,NIFTY,2026-06-02,8,24031.7,24050.0,417.3,1.74,14.7,-0.5,1.14,24000.0,25000;25500;24500,23000;22000;23500,20835490.0,-321750.0,7004493159378.0
2026-05-26,BANKNIFTY,2026-05-26,0,55092.9,55100.0,29.45,0.05,1.81,0.92,0.74,55100.0,55100;56000;55200,55000;55100;54000,3355740.0,199110.0,145852352302291.5
2026-05-26,BANKNIFTY,2026-06-30,35,55092.9,55100.0,2409.7,4.37,17.64,0.4,0.99,56000.0,60000;54000;55000,60000;54000;55000,3355740.0,199110.0,1129470079209.0
2026-05-26,NIFTY,2026-05-26,0,23913.7,23900.0,17.2,0.07,1.8,1.61,0.9,23900.0,23950;24000;23900,23900;23000;23500,22071985.0,1236495.0,472805000307822.0
2026-05-26,NIFTY,2026-06-02,7,23913.7,23900.0,371.85,1.55,14.02,0.11,0.93,24000.0,24000;25000;25500,23000;22000;24000,22071985.0,1236495.0,14310224764452.5
2026-05-27,BANKNIFTY,2026-06-30,34,54853.85,54900.0,2277.95,4.15,17.0,0.04,0.98,55500.0,60000;54000;55000,60000;54000;55000,2602800.0,74550.0,2405958963390.0
2026-05-27,BANKNIFTY,2026-07-28,62,54853.85,54900.0,3130.1,5.71,17.24,0.01,1.04,55500.0,60000;57000;56000,50000;52000;48000,2602800.0,74550.0,33319182081.0
2026-05-27,NIFTY,2026-06-02,6,23907.15,23900.0,305.25,1.28,12.44,-1.61,0.86,23950.0,25000;24000;24500,23000;23200;23900,15870985.0,425815.0,58988643580662.25
2026-05-27,NIFTY,2026-06-09,13,23907.15,23900.0,478.85,2.0,13.24,-0.41,1.37,23900.0,24000;25000;24500,22000;23000;23500,15870985.0,425815.0,1704844658692.5
2026-05-29,BANKNIFTY,2026-06-30,32,54239.2,54200.0,2362.8,4.36,18.36,-3.12,0.94,55500.0,60000;55000;54000,60000;54000;55000,2681250.0,78450.0,3275399919757.5
2026-05-29,BANKNIFTY,2026-07-28,60,54239.2,54200.0,3247.3,5.99,18.38,-2.19,1.06,55500.0,60000;57000;58000,50000;54000;55000,2681250.0,78450.0,49010934030.0
2026-05-29,NIFTY,2026-06-02,4,23547.75,23550.0,325.85,1.38,16.56,-16.05,0.53,23800.0,24000;25000;24200,23000;23200;23500,18557370.0,2686385.0,151111161633220.75
2026-05-29,NIFTY,2026-06-09,11,23547.75,23550.0,530.5,2.25,16.24,-9.05,1.12,23800.0,24000;25000;23700,22000;23700;23000,18557370.0,2686385.0,4106618570219.75
2026-06-01,BANKNIFTY,2026-06-30,29,53643.1,53600.0,2298.8,4.29,18.98,-0.65,0.86,55000.0,60000;55000;54000,60000;54000;55000,2780400.0,99150.0,3216130911064.5
2026-06-01,BANKNIFTY,2026-07-28,57,53643.1,53600.0,3125.5,5.83,18.35,-0.26,0.41,55500.0,60000;61000;58000,50000;54000;52000,2780400.0,99150.0,147595742640.0
2026-06-01,NIFTY,2026-06-02,1,23382.6,23400.0,182.3,0.78,18.63,-8.78,0.49,23500.0,24000;25000;24500,23000;23200;23400,19309875.0,752505.0,229486052690979.5
2026-06-01,NIFTY,2026-06-09,8,23382.6,23400.0,447.05,1.91,16.19,-3.59,0.86,23650.0,24000;25500;25000,22000;22500;23000,19309875.0,752505.0,7725195769339.75
2026-06-02,BANKNIFTY,2026-06-30,28,53714.65,53700.0,2220.4,4.13,18.65,-2.09,0.87,55000.0,60000;54000;55000,60000;54000;50000,2714550.0,-65850.0,2974360732087.5
2026-06-02,BANKNIFTY,2026-07-28,56,53714.65,53700.0,3053.5,5.68,18.08,-1.61,0.44,55400.0,60000;61000;57000,50000;53000;54000,2714550.0,-65850.0,67053079824.0
2026-06-02,NIFTY,2026-06-02,0,23483.55,23500.0,22.2,0.09,2.58,2.47,1.07,23500.0,23500;24000;23550,23450;23400;23500,19204185.0,-105690.0,753277845423028.2
2026-06-02,NIFTY,2026-06-09,7,23483.55,23500.0,367.7,1.57,14.17,-5.26,0.95,23500.0,24000;23500;25000,23300;22000;23000,19204185.0,-105690.0,17699228437900.75
2026-06-03,BANKNIFTY,2026-06-30,27,54185.95,54200.0,2266.7,4.18,19.24,-1.08,0.92,55000.0,60000;54000;55000,60000;54000;50000,2706630.0,-7920.0,3941302129245.0
2026-06-03,BANKNIFTY,2026-07-28,55,54185.95,54200.0,3114.5,5.75,18.46,-0.49,0.46,55500.0,60000;61000;59000,53000;50000;54000,2706630.0,-7920.0,98700222192.0
2026-06-03,NIFTY,2026-06-09,6,23405.6,23400.0,397.4,1.7,16.58,-5.71,0.98,23500.0,24000;23500;25000,22000;21100;23300,20962955.0,1758770.0,91655836970145.5
2026-06-03,NIFTY,2026-06-16,13,23405.6,23400.0,560.5,2.39,15.86,-3.29,0.85,23500.0,24000;25000;23500,23300;22000;23500,20962955.0,1758770.0,1965310795844.5
2026-06-04,BANKNIFTY,2026-06-30,26,54307.85,54300.0,2185.45,4.02,18.85,-0.44,0.92,55000.0,60000;54000;55000,54000;60000;50000,2676120.0,-30510.0,2781613449984.0
2026-06-04,BANKNIFTY,2026-07-28,54,54307.85,54300.0,3035.5,5.59,18.1,-0.53,0.46,55300.0,60000;61000;59000,53000;50000;54000,2676120.0,-30510.0,42658406817.0
2026-06-04,NIFTY,2026-06-09,5,23416.55,23400.0,320.05,1.37,14.58,-3.56,0.96,23450.0,24000;25000;24500,22500;23000;22000,21673730.0,710775.0,74834620217591.0
2026-06-04,NIFTY,2026-06-16,12,23416.55,23400.0,504.45,2.15,14.82,-2.42,0.96,23500.0,24000;23500;24500,22700;22000;23500,21673730.0,710775.0,1853679352193.5
2026-06-05,BANKNIFTY,2026-06-30,25,54496.25,54500.0,2128.8,3.91,18.66,-0.13,0.92,55000.0,60000;54000;55000,54000;60000;55000,2710200.0,34080.0,4401119014641.0
2026-06-05,BANKNIFTY,2026-07-28,53,54496.25,54500.0,3020.15,5.54,18.13,-0.18,0.46,55000.0,60000;59000;58000,50000;53000;54000,2710200.0,34080.0,94917879805.5
2026-06-05,NIFTY,2026-06-09,4,23366.7,23350.0,280.3,1.2,14.3,-3.26,0.7,23450.0,24000;25000;23500,22500;23000;23300,21565960.0,-107770.0,174097913786862.0
2026-06-05,NIFTY,2026-06-16,11,23366.7,23350.0,490.45,2.1,15.09,-1.98,0.98,23500.0,24000;23500;24500,21200;22700;22000,21565960.0,-107770.0,3206700625261.25
2026-06-08,BANKNIFTY,2026-06-30,22,54063.75,54100.0,2173.9,4.02,20.52,0.45,0.91,55000.0,60000;54000;55000,54000;60000;50000,2690520.0,-19680.0,3153312269947.5
2026-06-08,BANKNIFTY,2026-07-28,50,54063.75,54100.0,3074.35,5.69,19.2,0.29,0.47,55000.0,60000;56000;59000,53000;50000;52000,2690520.0,-19680.0,64068832636.5
2026-06-08,NIFTY,2026-06-09,1,23123.0,23100.0,196.2,0.85,20.2,-0.52,0.64,23200.0,24000;23500;23700,22500;23000;23100,21747440.0,181480.0,197919507059433.25
2026-06-08,NIFTY,2026-06-16,8,23123.0,23100.0,470.05,2.03,17.14,-0.39,0.84,23300.0,24000;25000;23500,22000;21200;23200,21747440.0,181480.0,6379587257410.25
2026-06-09,BANKNIFTY,2026-06-30,21,55194.5,55200.0,1994.05,3.61,18.84,1.05,1.0,55000.0,60000;55000;54000,54000;60000;55000,2604900.0,-85620.0,3872000874721.5
2026-06-09,BANKNIFTY,2026-07-28,49,55194.5,55200.0,2961.75,5.37,18.27,0.54,0.53,56000.0,60000;61000;58000,60000;53000;50000,2604900.0,-85620.0,113907727866.0
2026-06-09,NIFTY,2026-06-09,0,23242.1,23250.0,10.1,0.04,1.48,-0.95,0.83,23250.0,23250;23300;24000,23200;23250;23150,21630895.0,-116545.0,603432306189787.8
2026-06-09,NIFTY,2026-06-16,7,23242.1,23250.0,368.75,1.59,14.34,-3.53,1.06,23300.0,24000;23500;25000,21200;22000;23200,21630895.0,-116545.0,14894797495246.5
2026-06-10,BANKNIFTY,2026-06-30,20,55100.3,55100.0,1921.4,3.49,18.63,2.85,0.98,55000.0,60000;54000;55000,54000;60000;55000,2627430.0,22530.0,3353789197926.0
2026-06-10,BANKNIFTY,2026-07-28,48,55100.3,55100.0,2886.7,5.24,18.02,1.47,0.62,57000.0,60000;61000;58000,60000;53000;50000,2627430.0,22530.0,138554370987.0
2026-06-10,NIFTY,2026-06-16,6,23214.95,23200.0,346.8,1.49,14.55,1.06,0.82,23300.0,24000;23500;24500,21200;22000;22500,21358870.0,-272025.0,69387564437304.75
2026-06-10,NIFTY,2026-06-23,13,23214.95,23200.0,518.95,2.24,14.78,2.25,0.91,23400.0,24000;23400;23600,23000;22700;22000,21358870.0,-272025.0,1344812263245.75
2026-06-11,BANKNIFTY,2026-06-30,19,55176.75,55200.0,1870.6,3.39,18.6,2.48,0.97,55000.0,60000;54000;56000,54000;55000;60000,2629350.0,1920.0,3515122716421.5
2026-06-11,BANKNIFTY,2026-07-28,47,55176.75,55200.0,2865.7,5.19,18.06,1.03,0.71,58000.0,60000;61000;58000,60000;53000;55000,2629350.0,1920.0,114428162890.5
